Date,Retailer,EAN,Category,Manufacturer,Brand,Product Title,Image,On Promotion,Promotion Description,Base Price,Shelf Price,Promoted Price
2022-02-03,Asda,26881,Instant Coffee,Asda Stores Ltd,ASDA,ASDA Gold Roast Instant Coffee 100g,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/26881,False,,1.89,1.89,1.89
2022-02-03,Asda,8000070012783,Ground Coffee,Luigi Lavazza S.p.A.,Lavazza,Lavazza Qualità Oro Ground Coffee 250g,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/8000070012783,True,Rollback £4.30 Price £3.50,4.3,3.5,3.5
2022-02-03,Asda,7613036076173,Instant Coffee,Nestlé,NESCAFÉ,Nescafe Espresso Instant Coffee 100g,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/7613036076173,False,,4.49,4.49,4.49
2022-02-03,Asda,8000070021631,Coffee Beans,Luigi Lavazza S.p.A.,Lavazza,Lavazza Tierra Bio-Organic Coffee Beans Italian Roast 500g,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/8000070021631,False,,8.99,8.99,8.99
2022-02-03,Asda,70177233556,Fruit & Herbal Tea,R Twinings & Co Ltd,Twinings,Twinings Invigorating /Invigorate Peppermint 80 Teabags 160g,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/0070177233556,False,,4.49,4.49,4.49
2022-02-03,Asda,5000208014316,Everyday Tea,Tata Consumer Products,Tetley,"Tetley Everyday Tea Bags, Softpack x160",https://s3.eu-central-1.amazonaws.com/bn.production.core-images/5000208014316,False,,3.0,3.0,3.0
2022-02-03,Asda,5060519145468,Fruit & Herbal Tea,Pukka Herbs,Pukka,Pukka Organic Peace 20 Herbal Tea Sachets 20pk,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/5060519145468,False,,2.79,2.79,2.79
2022-02-03,Asda,8000070012882,Ground Coffee,Luigi Lavazza S.p.A.,Lavazza,Lavazza Espresso Ground Coffee 2 Pack,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/8000070012882,False,,7.75,7.75,7.75
2022-02-03,Asda,5054070785584,Fruit & Herbal Tea,Asda Stores Ltd,ASDA,ASDA Lemon & Ginger 20 Tea Bags 20pk,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/5054070785584,False,,0.74,0.74,0.74
2022-02-03,Asda,8711000449684,Decaf Coffee,Jacobs Douwe Egberts,Douwe Egberts,Douwe Egberts Pure Decaf Instant Coffee 190g,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/8711000449684,False,,5.25,5.25,5.25
2022-02-03,Asda,5057172086863,Fruit & Herbal Tea,Asda Stores Ltd,ASDA,ASDA Camomile Tea 40 Bags 40pk,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/5057172086863,False,,1.09,1.09,1.09
2022-02-03,Asda,5054781136750,Ground Coffee,Asda Stores Ltd,ASDA,ASDA French Style Roast & Ground Coffee 227g,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/5054781136750,False,,1.98,1.98,1.98
2022-02-03,Asda,8711000519202,Instant Coffee,Jacobs Douwe Egberts,Kenco,Kenco Millicano Americano Instant Coffee 170g,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/8711000519202,False,,5.0,5.0,5.0
2022-02-03,Asda,5000208069088,Fruit & Herbal Tea,Tata Consumer Products,Tetley,Tetley Super Fruits Boost Blueberry & Raspberry 20 Tea Bags 20pk,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/5000208069088,False,,1.25,1.25,1.25
2022-02-03,Asda,615357123403,Black Tea,Taylors of Harrogate,Yorkshire Tea,Yorkshire Tea Malty Biscuit Brew 40 Tea Bags 112g,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/0615357123403,True,2 for £4,2.29,2.29,2.0
2022-02-03,Asda,7613036932110,Ground Coffee,Nestlé,Starbucks (Nestlé),"Starbucks House Blend, Medium Roast, Ground Coffee 200g",https://s3.eu-central-1.amazonaws.com/bn.production.core-images/7613036932110,True,Rollback £3.50 Price £3.00,3.5,3.0,3.0
2022-02-03,Asda,5054781136781,Ground Coffee,Asda Stores Ltd,ASDA,ASDA House Blend Roast & Ground Coffee 227g,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/5054781136781,False,,1.98,1.98,1.98
2022-02-03,Asda,70177022389,English Breakfast Tea,R Twinings & Co Ltd,Twinings,Twinings English Breakfast 100 Teabags 250g,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/0070177022389,True,Rollback £5.29 Price £3.00,5.29,3.0,3.0
2022-02-03,Asda,5000208074303,Green Tea,Tata Consumer Products,Tetley,Tetley Green Tea Mango & Passion Fruit 50 Tea Bags 100g,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/5000208074303,True,Rollback £2.15 Price £1.50,2.15,1.5,1.5
2022-02-03,Asda,5010357112108,Black Tea,Taylors of Harrogate,Yorkshire Tea,Yorkshire Gold 80 Tea Bags 250g,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/5010357112108,True,Rollback £3.59 Price £3.00,3.59,3.0,3.0
2022-02-03,Asda,8000070036864,Ground Coffee,Luigi Lavazza S.p.A.,Lavazza,Lavazza Qualità Rossa Ground Coffee 250g,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/113704011,True,Rollback £3.60 Price £3.25,3.6,3.25,3.25
2022-02-03,Asda,5021991940972,Everyday Tea,Kallo Foods Ltd,Clipper,Clipper Organic Everyday 100 Tea Bags 312g,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/5021991940972,False,,3.68,3.68,3.68
2022-02-03,Asda,70177116910,English Breakfast Tea,R Twinings & Co Ltd,Twinings,Twinings English Breakfast Decaffeinated Tea Bags 50s 125g,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/0070177116910,False,,4.29,4.29,4.29
2022-02-03,Asda,5021991979019,Green Tea,Kallo Foods Ltd,Clipper,Clipper Fairtrade Pure Green Tea 80 Tea Bags,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/5021991979019,True,Rollback £2.98 Price £2.00,2.98,2.0,2.0
2022-02-03,Asda,5000208074846,Green Tea,Tata Consumer Products,Tetley,Tetley Green Tea Mint 50 Tea Bags 100g,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/5000208074846,True,Rollback £2.15 Price £1.50,2.15,1.5,1.5
2022-02-03,Asda,70177010706,Black Tea,R Twinings & Co Ltd,Twinings,Twinings Darjeeling 50 Tea Bags 50pk,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/0070177010706,False,,3.29,3.29,3.29
2022-02-03,Asda,5060313403153,Ground Coffee,Cafepod Coffee Co.,Cafepod,CafePod Craft Coffee Daily Grind Ground Coffee 200g,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/5060313403153,False,,4.5,4.5,4.5
2022-02-03,Asda,8003753900520,Coffee Beans,Illycaffè S.p.A,illy,illy Espresso Roasted Coffee Beans 250g,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/8003753900520,False,,6.5,6.5,6.5
2022-02-03,Asda,8711000533246,Instant Coffee,Jacobs Douwe Egberts,Mellow Bird's,Mellow Bird's Instant Coffee Powder 100g,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/113823011,False,,1.79,1.79,1.79
2022-02-03,Asda,7613287317018,Decaf Coffee,Nestlé,NESCAFÉ,Nescafé Original Decaff Instant Coffee 300g,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/7613287317018,False,,6.0,6.0,6.0
2022-02-03,Asda,21178641,Instant Coffee,Asda Stores Ltd,ASDA,ASDA Rich Roast Instant Coffee 200g,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/26484,False,,1.8,1.8,1.8
2022-02-03,Asda,5060519143730,Fruit & Herbal Tea,Pukka Herbs,Pukka,Pukka Day To Night Time Collection Organic Herbal Tea 32.4g,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/5060519143730,False,,2.79,2.79,2.79
2022-02-03,Asda,7613287005700,Instant Coffee,Nestlé,NESCAFÉ,Nescafe Alta Rica Instant Coffee 190g,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/7613287005700,True,Rollback £8.49 Price £5.00,8.49,5.0,5.0
2022-02-03,Asda,5055486007130,Fruit & Herbal Tea,Heath & Heather,Heath & Heather,Heath & Heather Organic Detoxing Slim Super Tea 20 Envelope Bags 20pk,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/5055486007130,False,,2.49,2.49,2.49
2022-02-03,Asda,5000208083961,English Breakfast Tea,Tata Consumer Products,Tetley,Tetley Speciality English Breakfast 50 Tea Bags 50pk,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/5000208083961,True,Rollback £2.29 Price £1.50,2.29,1.5,1.5
2022-02-03,Asda,5057172468270,Green Tea,Asda Stores Ltd,ASDA,ASDA Green Tea with Lemon 20 Tea Bags 20pk,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/5057172468270,False,,0.74,0.74,0.74
2022-02-03,Asda,1000234166605,Black Tea,R Twinings & Co Ltd,Twinings,Twinings No.7 Dark Brew Black 40 Tea Bags 40pk,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/1000234166605,True,Rollback £3.99 Price £3.00,3.99,3.0,3.0
2022-02-03,Asda,5057172086849,Fruit & Herbal Tea,Asda Stores Ltd,ASDA,ASDA Peppermint Tea 40 Bags 40pk,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/5057172086849,False,,1.09,1.09,1.09
2022-02-03,Asda,1000229562655,Fruit & Herbal Tea,R Twinings & Co Ltd,Twinings,Twinings Peppermint & Strawberry Tea 20 Tea Bags 20pk,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/1000229562655,False,,2.49,2.49,2.49
2022-02-03,Asda,70177178550,Green Tea,R Twinings & Co Ltd,Twinings,Twinings Superblends Matcha 40g,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/0070177178550,False,,2.69,2.69,2.69
2022-02-03,Asda,7613287220455,Instant Coffee,Nestlé,NESCAFÉ,Nescafe Gold Blend Roastery Collection Dark Roast Instant Coffee 100g,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/7613287220455,False,,4.99,4.99,4.99
2022-02-03,Asda,7613036069816,Instant Coffee,Nestlé,NESCAFÉ,Nescafe Gold Blend Instant Coffee 100g,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/7613036069816,False,,3.09,3.09,3.09
2022-02-03,Asda,5060229012371,Fruit & Herbal Tea,Pukka Herbs,Pukka,Pukka Herbs Herbal Collection 20s,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/5060229012371,False,,2.79,2.79,2.79
2022-02-03,Asda,5065000523138,Fruit & Herbal Tea,Pukka Herbs,Pukka,Pukka Organic 3 Mint Tea 20s 32g,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/5065000523138,False,,2.79,2.79,2.79
2022-02-03,Asda,8711000518595,Decaf Coffee,Jacobs Douwe Egberts,Kenco,Kenco Decaff Refill Instant Coffee 150g,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/334903011,False,,4.0,4.0,4.0
2022-02-03,Asda,5054781844303,Coffee Beans,Asda Stores Ltd,ASDA,ASDA Italian Style Roasted Coffee Beans 454g,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/5054781844303,False,,3.99,3.99,3.99
2022-02-03,Asda,5054070281819,Green Tea,Asda Stores Ltd,ASDA,ASDA Green Tea & Mint 20 Tea Bags 20pk,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/5054070281819,False,,0.74,0.74,0.74
2022-02-03,Asda,5010357112061,Black Tea,Taylors of Harrogate,Yorkshire Tea,Yorkshire Tea 80 Tea Bags 250g,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/5010357112061,False,,2.99,2.99,2.99
2022-02-03,Asda,5060229011534,Fruit & Herbal Tea,Pukka Herbs,Pukka,Pukka Organic Lemon & Ginger With Honey 20 Tea Bags 40g,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/5060229011534,False,,2.79,2.79,2.79
2022-02-03,Asda,5010357117622,Decaf Coffee,Taylors of Harrogate,Taylors of Harrogate,Taylors of Harrogate Decaffé Ground Roast Coffee 227g,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/5010357117622,False,,3.79,3.79,3.79
2022-02-03,Asda,8711000519479,Instant Coffee,Jacobs Douwe Egberts,Kenco,Kenco Decaff Instant Coffee 200g,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/334894011,True,Rollback £4.00 Price £3.80,4.0,3.8,3.8
2022-02-03,Asda,8711000447673,Instant Coffee,Jacobs Douwe Egberts,Kenco,Kenco Duo Cappuccino Instant Coffee 144g,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/482513011,True,Rollback £3.69 Price £2.00,3.69,2.0,2.0
2022-02-03,Asda,5000208044450,Black Tea,Tata Consumer Products,Tetley,Tetley Original Tea Bags 420pk,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/5000208044450,False,,7.0,7.0,7.0
2022-02-03,Asda,7613036078832,Instant Coffee,Nestlé,NESCAFÉ,Nescafe Gold Intense Instant Coffee 200g,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/7613036078832,False,,5.85,5.85,5.85
2022-02-03,Asda,70177098940,Fruit & Herbal Tea,R Twinings & Co Ltd,Twinings,Twinings Cranberry & Raspberry Tea Bags 20s,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/0070177098940,False,,1.69,1.69,1.69
2022-02-03,Asda,615357129498,Black Tea,Taylors of Harrogate,Yorkshire Tea,Yorkshire Tea Toast & Jam Brew 40 Tea Bags 125g,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/0615357129498,True,2 for £4,2.29,2.29,2.0
2022-02-03,Asda,8711000456965,Instant Coffee,Jacobs Douwe Egberts,Kenco,Kenco Origins Brazillian Instant Coffee 100g,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/8711000456965,False,,3.3,3.3,3.3
2022-02-03,Asda,5060519140753,Fruit & Herbal Tea,Pukka Herbs,Pukka,Pukka Organic Turmeric Active 20 Tea Bags 36g,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/5060519140753,False,,2.79,2.79,2.79
2022-02-03,Asda,615357120655,Coffee Beans,Taylors of Harrogate,Taylors of Harrogate,Taylors of Harrogate Lazy Sunday Beans Roast Coffee 227g,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/0615357120655,False,,3.79,3.79,3.79
2022-02-03,Asda,8000070018709,Ground Coffee,Luigi Lavazza S.p.A.,Lavazza,Lavazza Caffè Espresso Ground Coffee 250g,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/113708011,True,Rollback £4.10 Price £3.50,4.1,3.5,3.5
2022-02-03,Asda,615357120648,Coffee Beans,Taylors of Harrogate,Taylors of Harrogate,Taylors of Harrogate Rich Italian Beans Roast Coffee 227g,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/0615357120648,False,,3.79,3.79,3.79
2022-02-03,Asda,1000229562874,Fruit & Herbal Tea,R Twinings & Co Ltd,Twinings,Twinings Raspberry & Lemon 20 Tea Bags 20pk,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/1000229562874,False,,2.49,2.49,2.49
2022-02-03,Asda,5054781858317,Fruit & Herbal Tea,Asda Stores Ltd,ASDA,ASDA Mango & Strawberry 20 Tea Bags 20pk,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/5054781858317,False,,0.74,0.74,0.74
2022-02-03,Asda,5057172181971,Green Tea,Asda Stores Ltd,ASDA,ASDA Decaf Green Tea 50 Tea Bags 50pk,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/5057172181971,False,,0.74,0.74,0.74
2022-02-03,Asda,7613287190123,Instant Coffee,Nestlé,NESCAFÉ,Nescafe Azera My Way Latte Instant Coffee 149.5g,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/7613287190123,False,,3.49,3.49,3.49
2022-02-03,Asda,1000229562866,Black Tea,R Twinings & Co Ltd,Twinings,"Twinings Dark Grey Tea, 40 Tea Bags 40pk",https://s3.eu-central-1.amazonaws.com/bn.production.core-images/1000229562866,True,Rollback £3.99 Price £3.00,3.99,3.0,3.0
2022-02-03,Asda,5060415520383,Chai Tea,Niche Merchandising Ltd,Riya's,Riya's Adrak (Ginger) Chai 180g,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/5060415520383,False,,2.2,2.2,2.2
2022-02-03,Asda,26614,Decaf Coffee,Asda Stores Ltd,ASDA,ASDA Freeze Dried Instant Coffee Decaffeinated Gold Roast 100g,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/26614,False,,1.83,1.83,1.83
2022-02-03,Asda,5060415520963,Chai Tea,Niche Merchandising Ltd,Riya's,Riya's Masala (Spicy) Chai 180g,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/5060415520963,False,,2.2,2.2,2.2
2022-02-03,Asda,7613036079167,Instant Coffee,Nestlé,NESCAFÉ,Nescafe Gold Smooth Instant Coffee 200g,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/7613036079167,False,,5.85,5.85,5.85
2022-02-03,Asda,7613036963039,Ground Coffee,Nestlé,Starbucks (Nestlé),"Starbucks Colombia, Medium Roast, Ground Coffee 200g",https://s3.eu-central-1.amazonaws.com/bn.production.core-images/7613036963039,True,Rollback £3.50 Price £3.00,3.5,3.0,3.0
2022-02-03,Asda,7613287220479,Instant Coffee,Nestlé,NESCAFÉ,Nescafe Gold Blend Roastery Collection Light Roast Instant Coffee 100g,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/7613287220479,False,,4.99,4.99,4.99
2022-02-03,Asda,5051413713112,Ground Coffee,Asda Stores Ltd,ASDA Extra Special,ASDA Extra Special Ethiopian Fairtrade Ground Coffee 227g,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/5051413713112,True,2 for £5,2.75,2.75,2.5
2022-02-03,Asda,5054070785591,Fruit & Herbal Tea,Asda Stores Ltd,ASDA,ASDA Peppermint & Liquorice 20 Tea Bags 20pk,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/5054070785591,False,,0.78,0.78,0.78
2022-02-03,Asda,70177227296,Fruit & Herbal Tea,R Twinings & Co Ltd,Twinings,"Twinings Superblends Heartea Tea, 20 Tea Bags",https://s3.eu-central-1.amazonaws.com/bn.production.core-images/0070177227296,False,,2.69,2.69,2.69
2022-02-03,Asda,5011546415505,Instant Coffee,Nestlé,NESCAFÉ,Nescafe Fine Blend Instant Coffee 100g,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/5011546415505,False,,2.5,2.5,2.5
2022-02-03,Asda,5039303004151,Coffee Beans,All About Food Ltd,Costa Coffee Beans,Costa Coffee Mocha Italia Signature Blend Coffee Beans 200g,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/5039303004151,True,Rollback £3.79 Price £2.50,3.79,2.5,2.5
2022-02-03,Asda,8711000519141,Instant Coffee,Jacobs Douwe Egberts,Kenco,Kenco Millicano Americano Instant Coffee 100g,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/334899011,False,,3.0,3.0,3.0
2022-02-03,Asda,8711000519110,Decaf Coffee,Jacobs Douwe Egberts,Kenco,Kenco Millicano Americano Decaff Instant  Coffee 100g,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/334898011,False,,3.0,3.0,3.0
2022-02-03,Asda,5054781311874,Ground Coffee,Asda Stores Ltd,ASDA Extra Special,ASDA Extra Special Decaffeinated Colombian Roast & Ground Coffee 227g,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/5054781311874,True,2 for £5,2.75,2.75,2.5
2022-02-03,Asda,7613036071499,Instant Coffee,Nestlé,NESCAFÉ,Nescafe Cap Colombia Instant Coffee 100g,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/7613036071499,False,,4.49,4.49,4.49
2022-02-03,Asda,8711000518625,Instant Coffee,Jacobs Douwe Egberts,Kenco,Kenco Rich Refill Instant Coffee 150g,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/334904011,False,,4.0,4.0,4.0
2022-02-03,Asda,70177135058,Black Tea,R Twinings & Co Ltd,Twinings,Twinings Lady Grey 100s 250g,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/0070177135058,False,,5.29,5.29,5.29
2022-02-03,Asda,5054781518549,Instant Coffee,Asda Stores Ltd,ASDA Extra Special,ASDA Extra Special Barista Style Colombian Microground Instant Coffee 100g,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/5054781518549,True,2 for £5,3.0,3.0,2.5
2022-02-03,Asda,8711327473577,Black Tea,Unilever,PG Tips,PG Tips Metabolism Pyramid Tea Bags 20pk,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/8711327473577,False,,2.5,2.5,2.5
2022-02-03,Asda,70177103088,Green Tea,R Twinings & Co Ltd,Twinings,Twinings Pure Green Tea Bags 20s,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/0070177103088,False,,1.99,1.99,1.99
2022-02-03,Asda,1000229562802,Fruit & Herbal Tea,R Twinings & Co Ltd,Twinings,Twinings Peach & Orange Tea 20 Tea Bags 20pk,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/1000229562802,False,,2.49,2.49,2.49
2022-02-03,Asda,1000229562620,Everyday Tea,R Twinings & Co Ltd,Twinings,Twinings Everyday Decaffeinated 80 Tea Bags 80pk,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/1000229562620,False,,5.29,5.29,5.29
2022-02-03,Asda,5000208043828,Green Tea,Tata Consumer Products,Tetley,Tetley Immune Tropical Super Green Tea 20 Tea Bags 20pk,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/5000208043828,False,,1.25,1.25,1.25
2022-02-03,Asda,70177067779,Fruit & Herbal Tea,R Twinings & Co Ltd,Twinings,Twinings Herbal Peppermint Tea Bags 20s,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/0070177067779,False,,1.69,1.69,1.69
2022-02-03,Asda,70177010188,Black Tea,R Twinings & Co Ltd,Twinings,Twinings Lapsang Souchong 50 Tea Bags 50pk,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/0070177010188,False,,3.29,3.29,3.29
2022-02-03,Asda,1000231165321,Chai Tea,Pukka Herbs,Pukka,Pukka Organic Vanilla Chai 20 Herbal Tea Sachets 20pk,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/1000231165321,False,,2.79,2.79,2.79
2022-02-03,Asda,6712670000276,Fruit & Herbal Tea,Dalgety,Dalgety,Dalgety Strong Cerassie/Corilla Bitter Lemon 18 Herbal Teabags 40g,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/6712670000276,False,,1.85,1.85,1.85
2022-02-03,Asda,6712670000825,Fruit & Herbal Tea,Dalgety,Dalgety,Dalgety Strong Lemon & Ginger 18 Herbal Teabags 54g,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/6712670000825,False,,1.85,1.85,1.85
2022-02-03,Asda,8000070035188,Coffee Beans,Luigi Lavazza S.p.A.,Lavazza,Lavazza Qualita Rossa Coffee Beans 1kg,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/497502011,False,,13.75,13.75,13.75
2022-02-03,Asda,5050854966521,Ground Coffee,Asda Stores Ltd,ASDA Extra Special,ASDA Extra Special Javan Volcanic Island Ground Coffee 227g,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/5050854966521,True,2 for £5,2.75,2.75,2.5
2022-02-03,Asda,5000208087334,Fruit & Herbal Tea,Tata Consumer Products,Tetley,Tetley Super Fruit Multivitamin Summer Berry Tea Bags 20pk,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/5000208087334,False,,1.25,1.25,1.25
2022-02-03,Asda,5000208029372,Fruit & Herbal Tea,Tata Consumer Products,Tetley,Tetley Herbals Rosehip & Hibiscus 20 Tea Bags 20pk,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/5000208029372,True,Rollback £1.49 Price £1.00,1.49,1.0,1.0
2022-02-03,Asda,8000070018747,Coffee Beans,Luigi Lavazza S.p.A.,Lavazza,Lavazza Cafe Espresso Coffee Beans 1kg,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/497499011,False,,15.75,15.75,15.75
2022-02-03,Asda,5054781311898,Ground Coffee,Asda Stores Ltd,ASDA Extra Special,ASDA Extra Special Kenyan Ground Coffee 227g,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/5054781311898,True,2 for £5,2.75,2.75,2.5
2022-02-03,Asda,5039303004137,Ground Coffee,All About Food Ltd,Costa Coffee Beans,Costa Coffee Mocha Italian Signature Blend Strength No.3,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/431216011,True,Rollback £3.79 Price £2.50,3.79,2.5,2.5
2022-02-03,Asda,8711000518564,Instant Coffee,Jacobs Douwe Egberts,Kenco,Kenco Smooth Refill Instant Coffee 150g,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/334902011,False,,4.0,4.0,4.0
2022-02-03,Asda,5052449771190,Instant Coffee,Asda Stores Ltd,ASDA,ASDA Rich Roast Instant Coffee 100g,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/5052449771190,False,,1.49,1.49,1.49
2022-02-03,Asda,70177093402,Fruit & Herbal Tea,R Twinings & Co Ltd,Twinings,Twinings Strawberry & Raspberry 40g,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/0070177093402,False,,1.69,1.69,1.69
2022-02-03,Asda,5050854966675,Coffee Beans,Asda Stores Ltd,ASDA Extra Special,ASDA Extra Special Colombian Fairtrade Coffee Beans 227g,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/5050854966675,True,2 for £5,2.75,2.75,2.5
2022-02-03,Asda,5060229012005,Green Tea,Pukka Herbs,Pukka,Pukka Supreme Matcha Green 20 Tea Bags 30g,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/5060229012005,False,,2.79,2.79,2.79
2022-02-03,Asda,5060072970019,Chai Tea,Aimia Foods Ltd,Drink Me Chai,Drink Me Chai Spiced Chai Latte 250g,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/5060072970019,False,,2.8,2.8,2.8
2022-02-03,Asda,5054781136774,Decaf Coffee,Asda Stores Ltd,ASDA,ASDA House Blend Decaffeinated Roast & Ground Coffee 227g,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/5054781136774,False,,1.24,1.24,1.24
2022-02-03,Asda,5054781949831,Coffee Beans,Asda Stores Ltd,ASDA Extra Special,ASDA Extra Special Espresso Coffee Beans 227g,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/5054781949831,True,2 for £5,2.75,2.75,2.5
2022-02-03,Asda,5060229011107,Fruit & Herbal Tea,Pukka Herbs,Pukka,Pukka Organic Peppermint & Licorice 20 Tea Bags 30g,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/5060229011107,False,,2.79,2.79,2.79
2022-02-03,Asda,615357123465,Coffee Beans,Taylors of Harrogate,Taylors of Harrogate,Taylors of Harrogate Rich Italian Beans Roast Coffee 454g,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/0615357123465,False,,5.5,5.5,5.5
2022-02-03,Asda,5060519144102,Fruit & Herbal Tea,Pukka Herbs,Pukka,Pukka Feel New Herbal Tea 20s 40g,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/5060519144102,False,,2.79,2.79,2.79
2022-02-03,Asda,7613287172488,Instant Coffee,Nestlé,NESCAFÉ,Nescafe Azera Craft Instant Coffee 80g,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/7613287172488,True,Rollback £5.49 Price £3.00,5.49,3.0,3.0
